edges-spr2_run2	micro_avg: 0.000, macro_avg: 0.832, edges-spr2_mcc: 0.731, edges-spr2_acc: 0.068, edges-spr2_precision: 0.826, edges-spr2_recall: 0.838, edges-spr2_f1: 0.832
multirc_run1	micro_avg: 0.505, macro_avg: 0.505, multirc_ans_f1: 0.699, multirc_qst_f1: 0.629, multirc_em: 0.311, multirc_avg: 0.505
edges-pos-ontonotes_run1	micro_avg: 0.000, macro_avg: 0.981, edges-pos-ontonotes_mcc: 0.980, edges-pos-ontonotes_acc: 0.980, edges-pos-ontonotes_precision: 0.981, edges-pos-ontonotes_recall: 0.981, edges-pos-ontonotes_f1: 0.981
edges-rel-semeval_run2	micro_avg: 0.000, macro_avg: 0.851, edges-rel-semeval_mcc: 0.843, edges-rel-semeval_acc: 0.828, edges-rel-semeval_precision: 0.873, edges-rel-semeval_recall: 0.829, edges-rel-semeval_f1: 0.851
commonsenseqa_run1	micro_avg: 0.708, macro_avg: 0.708, commonsenseqa_accuracy: 0.708
commitbank_run1	micro_avg: 1.000, macro_avg: 1.000, commitbank_accuracy: 1.000, commitbank_f1: 1.000, commitbank_precision: 1.000, commitbank_recall: 1.000
edges-pos-ontonotes_run2	micro_avg: 0.000, macro_avg: 0.981, edges-pos-ontonotes_mcc: 0.981, edges-pos-ontonotes_acc: 0.980, edges-pos-ontonotes_precision: 0.981, edges-pos-ontonotes_recall: 0.981, edges-pos-ontonotes_f1: 0.981
edges-dpr_mixrun1	micro_avg: 0.000, macro_avg: 0.661, edges-dpr_mcc: 0.319, edges-dpr_acc: 0.641, edges-dpr_precision: 0.658, edges-dpr_recall: 0.665, edges-dpr_f1: 0.661
rte-superglue_run1	micro_avg: 0.827, macro_avg: 0.827, rte-superglue_accuracy: 0.827
winograd-coreference_run2	micro_avg: 0.625, macro_avg: 0.625, winograd-coreference_f1: 0.506, winograd-coreference_acc: 0.625
edges-dep-ud-ewt_run2	micro_avg: 0.000, macro_avg: 0.956, edges-dep-ud-ewt_mcc: 0.955, edges-dep-ud-ewt_acc: 0.950, edges-dep-ud-ewt_precision: 0.960, edges-dep-ud-ewt_recall: 0.952, edges-dep-ud-ewt_f1: 0.956
wic_run2	micro_avg: 0.677, macro_avg: 0.677, wic_accuracy: 0.677, wic_f1: 0.714, wic_precision: 0.641, wic_recall: 0.806
copa_run2	micro_avg: 0.810, macro_avg: 0.810, copa_accuracy: 0.810
edges-ner-ontonotes_mixrun1	micro_avg: 0.000, macro_avg: 0.960, edges-ner-ontonotes_mcc: 0.958, edges-ner-ontonotes_acc: 0.946, edges-ner-ontonotes_precision: 0.967, edges-ner-ontonotes_recall: 0.954, edges-ner-ontonotes_f1: 0.960
boolq_run1	micro_avg: 0.866, macro_avg: 0.866, boolq_acc_f1: 0.866, boolq_accuracy: 0.850, boolq_f1: 0.882, boolq_precision: 0.858, boolq_recall: 0.909

se-probing-tree-depth_run2	micro_avg: 0.760, macro_avg: 0.760, se-probing-tree-depth_accuracy: 0.760
edges-nonterminal-ontonotes_run1	micro_avg: 0.000, macro_avg: 0.890, edges-nonterminal-ontonotes_mcc: 0.887, edges-nonterminal-ontonotes_acc: 0.819, edges-nonterminal-ontonotes_precision: 0.855, edges-nonterminal-ontonotes_recall: 0.928, edges-nonterminal-ontonotes_f1: 0.890
se-probing-top-constituents_run2	micro_avg: 0.934, macro_avg: 0.934, se-probing-top-constituents_accuracy: 0.934
se-probing-past-present_run2    micro_avg: 0.894, macro_avg: 0.894, se-probing-past-present_accuracy: 0.894
se-probing-subj-number_run2     micro_avg: 0.936, macro_avg: 0.936, se-probing-subj-number_accuracy: 0.936
se-probing-obj-number_run2      micro_avg: 0.948, macro_avg: 0.948, se-probing-obj-number_accuracy: 0.948
se-probing-odd-man-out_run2     micro_avg: 0.747, macro_avg: 0.747, se-probing-odd-man-out_accuracy: 0.747
multirc_run2	micro_avg: 0.500, macro_avg: 0.500, multirc_ans_f1: 0.699, multirc_qst_f1: 0.622, multirc_em: 0.301, multirc_avg: 0.500
edges-dep-ud-ewt_run1	micro_avg: 0.000, macro_avg: 0.957, edges-dep-ud-ewt_mcc: 0.957, edges-dep-ud-ewt_acc: 0.951, edges-dep-ud-ewt_precision: 0.962, edges-dep-ud-ewt_recall: 0.952, edges-dep-ud-ewt_f1: 0.957
rte-superglue_run2	micro_avg: 0.848, macro_avg: 0.848, rte-superglue_accuracy: 0.848
edges-srl-ontonotes_mixrun1	micro_avg: 0.000, macro_avg: 0.908, edges-srl-ontonotes_mcc: 0.906, edges-srl-ontonotes_acc: 0.876, edges-srl-ontonotes_precision: 0.932, edges-srl-ontonotes_recall: 0.885, edges-srl-ontonotes_f1: 0.908
edges-spr1_mixrun1	micro_avg: 0.000, macro_avg: 0.845, edges-spr1_mcc: 0.775, edges-spr1_acc: 0.303, edges-spr1_precision: 0.846, edges-spr1_recall: 0.843, edges-spr1_f1: 0.845
edges-spr2_mixrun1	micro_avg: 0.000, macro_avg: 0.835, edges-spr2_mcc: 0.740, edges-spr2_acc: 0.095, edges-spr2_precision: 0.852, edges-spr2_recall: 0.819, edges-spr2_f1: 0.835
edges-rel-semeval_mixrun1	micro_avg: 0.000, macro_avg: 0.763, edges-rel-semeval_mcc: 0.758, edges-rel-semeval_acc: 0.652, edges-rel-semeval_precision: 0.866, edges-rel-semeval_recall: 0.682, edges-rel-semeval_f1: 0.763
se-probing-bigram-shift_run2	micro_avg: 0.975, macro_avg: 0.975, se-probing-bigram-shift_accuracy: 0.975
se-probing-word-content_run1	micro_avg: 0.998, macro_avg: 0.998, se-probing-word-content_accuracy: 0.998
se-probing-past-present_run2	micro_avg: 0.906, macro_avg: 0.906, se-probing-past-present_accuracy: 0.906
se-probing-tree-depth_run1	micro_avg: 0.761, macro_avg: 0.761, se-probing-tree-depth_accuracy: 0.761
se-probing-top-constituents_run1	micro_avg: 0.931, macro_avg: 0.931, se-probing-top-constituents_accuracy: 0.931
se-probing-bigram-shift_run1	micro_avg: 0.976, macro_avg: 0.976, se-probing-bigram-shift_accuracy: 0.976
acceptability-wh_run1	micro_avg: 0.583, macro_avg: 0.583, acceptability-wh_acc_f1: 0.583, acceptability-wh_accuracy: 0.500, acceptability-wh_f1: 0.667
acceptability-def_run1	micro_avg: 0.583, macro_avg: 0.583, acceptability-def_acc_f1: 0.583, acceptability-def_accuracy: 0.500, acceptability-def_f1: 0.667
acceptability-conj_run1	micro_avg: 0.631, macro_avg: 0.631, acceptability-conj_acc_f1: 0.631, acceptability-conj_accuracy: 0.565, acceptability-conj_f1: 0.697
acceptability-eos_run1	micro_avg: 0.939, macro_avg: 0.939, acceptability-eos_acc_f1: 0.939, acceptability-eos_accuracy: 0.938, acceptability-eos_f1: 0.941
se-probing-past-present_run1	micro_avg: 0.899, macro_avg: 0.899, se-probing-past-present_accuracy: 0.899
se-probing-coordination-inversion_run1	micro_avg: 0.876, macro_avg: 0.876, se-probing-coordination-inversion_accuracy: 0.876
se-probing-obj-number_run1      micro_avg: 0.952, macro_avg: 0.952, se-probing-obj-number_accuracy: 0.952
se-probing-odd-man-out_run1     micro_avg: 0.752, macro_avg: 0.752, se-probing-odd-man-out_accuracy: 0.752
cosmosqa_run1	micro_avg: 0.801, macro_avg: 0.801, cosmosqa_accuracy: 0.801
se-probing-obj-number_run1      micro_avg: 0.952, macro_avg: 0.952, se-probing-obj-number_accuracy: 0.952
se-probing-odd-man-out_run1     micro_avg: 0.752, macro_avg: 0.752, se-probing-odd-man-out_accuracy: 0.752
se-probing-sentence-length_run1 micro_avg: 0.463, macro_avg: 0.463, se-probing-sentence-length_accuracy: 0.463
cola_run1       micro_avg: 0.642, macro_avg: 0.642, cola_mcc: 0.642, cola_accuracy: 0.852
winograd-coreference_run2	micro_avg: 0.625, macro_avg: 0.625, winograd-coreference_f1: 0.506, winograd-coreference_acc: 0.625
winograd-coreference_run3	micro_avg: 0.721, macro_avg: 0.721, winograd-coreference_f1: 0.681, winograd-coreference_acc: 0.721
cosmosqa_run3	micro_avg: 0.788, macro_avg: 0.788, cosmosqa_accuracy: 0.788
acceptability-wh_run3   micro_avg: 0.983, macro_avg: 0.983, acceptability-wh_acc_f1: 0.983, acceptability-wh_accuracy: 0.983, acceptability-wh_f1: 0.984
acceptability-def_run3  micro_avg: 0.942, macro_avg: 0.942, acceptability-def_acc_f1: 0.942, acceptability-def_accuracy: 0.942, acceptability-def_f1: 0.941
acceptability-conj_run3 micro_avg: 0.957, macro_avg: 0.957, acceptability-conj_acc_f1: 0.957, acceptability-conj_accuracy: 0.957, acceptability-conj_f1: 0.957
acceptability-eos_run3  micro_avg: 0.979, macro_avg: 0.979, acceptability-eos_acc_f1: 0.979, acceptability-eos_accuracy: 0.979, acceptability-eos_f1: 0.979
cola_run3       micro_avg: 0.673, macro_avg: 0.673, cola_mcc: 0.673, cola_accuracy: 0.865
edges-dpr_run3  micro_avg: 0.000, macro_avg: 0.887, edges-dpr_mcc: 0.773, edges-dpr_acc: 0.887, edges-dpr_precision: 0.887, edges-dpr_recall: 0.887, edges-dpr_f1: 0.887
edges-spr2_run3 micro_avg: 0.000, macro_avg: 0.837, edges-spr2_mcc: 0.742, edges-spr2_acc: 0.089, edges-spr2_precision: 0.847, edges-spr2_recall: 0.828, edges-spr2_f1: 0.837
edges-rel-semeval_run3  micro_avg: 0.000, macro_avg: 0.859, edges-rel-semeval_mcc: 0.852, edges-rel-semeval_acc: 0.836, edges-rel-semeval_precision: 0.879, edges-rel-semeval_recall: 0.840, edges-rel-semeval_f1: 0.859
se-probing-past-present_run3    micro_avg: 0.907, macro_avg: 0.907, se-probing-past-present_accuracy: 0.907
se-probing-subj-number_run3     micro_avg: 0.937, macro_avg: 0.937, se-probing-subj-number_accuracy: 0.937
se-probing-obj-number_run3      micro_avg: 0.957, macro_avg: 0.957, se-probing-obj-number_accuracy: 0.957
se-probing-odd-man-out_run3     micro_avg: 0.750, macro_avg: 0.750, se-probing-odd-man-out_accuracy: 0.750
multirc_run3    micro_avg: 0.489, macro_avg: 0.489, multirc_ans_f1: 0.683, multirc_qst_f1: 0.609, multirc_em: 0.296, multirc_avg: 0.489
rte-superglue_run3      micro_avg: 0.848, macro_avg: 0.848, rte-superglue_accuracy: 0.848
boolq_run3      micro_avg: 0.868, macro_avg: 0.868, boolq_acc_f1: 0.868, boolq_accuracy: 0.853, boolq_f1: 0.884, boolq_precision: 0.865, boolq_recall: 0.904
commitbank_run3 micro_avg: 0.905, macro_avg: 0.905, commitbank_accuracy: 0.929, commitbank_f1: 0.905, commitbank_precision: 0.877, commitbank_recall: 0.950
copa_run3       micro_avg: 0.860, macro_avg: 0.860, copa_accuracy: 0.860
wic_run3        micro_avg: 0.704, macro_avg: 0.704, wic_accuracy: 0.704, wic_f1: 0.733, wic_precision: 0.668, wic_recall: 0.812
commonsenseqa_run3      micro_avg: 0.681, macro_avg: 0.681, commonsenseqa_accuracy: 0.681
edges-pos-ontonotes_run3        micro_avg: 0.000, macro_avg: 0.981, edges-pos-ontonotes_mcc: 0.980, edges-pos-ontonotes_acc: 0.980, edges-pos-ontonotes_precision: 0.980, edges-pos-ontonotes_recall: 0.981, edges-pos-ontonotes_f1: 0.981
edges-srl-ontonotes_run3        micro_avg: 0.000, macro_avg: 0.925, edges-srl-ontonotes_mcc: 0.924, edges-srl-ontonotes_acc: 0.908, edges-srl-ontonotes_precision: 0.936, edges-srl-ontonotes_recall: 0.913, edges-srl-ontonotes_f1: 0.925
edges-coref-ontonotes_run3      micro_avg: 0.000, macro_avg: 0.971, edges-coref-ontonotes_mcc: 0.942, edges-coref-ontonotes_acc: 0.970, edges-coref-ontonotes_precision: 0.971, edges-coref-ontonotes_recall: 0.971, edges-coref-ontonotes_f1: 0.971
edges-nonterminal-ontonotes_run3        micro_avg: 0.000, macro_avg: 0.886, edges-nonterminal-ontonotes_mcc: 0.882, edges-nonterminal-ontonotes_acc: 0.826, edges-nonterminal-ontonotes_precision: 0.869, edges-nonterminal-ontonotes_recall: 0.903, edges-nonterminal-ontonotes_f1: 0.886
edges-pos-ontonotes_run2        micro_avg: 0.000, macro_avg: 0.981, edges-pos-ontonotes_mcc: 0.980, edges-pos-ontonotes_acc: 0.980, edges-pos-ontonotes_precision: 0.980, edges-pos-ontonotes_recall: 0.981, edges-pos-ontonotes_f1: 0.981
edges-coref-ontonotes_run2      micro_avg: 0.000, macro_avg: 0.971, edges-coref-ontonotes_mcc: 0.942, edges-coref-ontonotes_acc: 0.970, edges-coref-ontonotes_precision: 0.971, edges-coref-ontonotes_recall: 0.971, edges-coref-ontonotes_f1: 0.971
edges-nonterminal-ontonotes_run2        micro_avg: 0.000, macro_avg: 0.887, edges-nonterminal-ontonotes_mcc: 0.883, edges-nonterminal-ontonotes_acc: 0.817, edges-nonterminal-ontonotes_precision: 0.861, edges-nonterminal-ontonotes_recall: 0.915, edges-nonterminal-ontonotes_f1: 0.887
edges-rel-semeval_run3  micro_avg: 0.000, macro_avg: 0.859, edges-rel-semeval_mcc: 0.852, edges-rel-semeval_acc: 0.836, edges-rel-semeval_precision: 0.879, edges-rel-semeval_recall: 0.840, edges-rel-semeval_f1: 0.859
se-probing-coordination-inversion_run3  micro_avg: 0.876, macro_avg: 0.876, se-probing-coordination-inversion_accuracy: 0.876
se-probing-sentence-length_run3 micro_avg: 0.464, macro_avg: 0.464, se-probing-sentence-length_accuracy: 0.464
edges-dpr_run2  micro_avg: 0.000, macro_avg: 0.884, edges-dpr_mcc: 0.768, edges-dpr_acc: 0.884, edges-dpr_precision: 0.884, edges-dpr_recall: 0.884, edges-dpr_f1: 0.884
edges-spr2_run2 micro_avg: 0.000, macro_avg: 0.834, edges-spr2_mcc: 0.736, edges-spr2_acc: 0.095, edges-spr2_precision: 0.837, edges-spr2_recall: 0.831, edges-spr2_f1: 0.834
se-probing-past-present_run2    micro_avg: 0.894, macro_avg: 0.894, se-probing-past-present_accuracy: 0.894
se-probing-subj-number_run1     micro_avg: 0.936, macro_avg: 0.936, se-probing-subj-number_accuracy: 0.936
se-probing-obj-number_run2      micro_avg: 0.948, macro_avg: 0.948, se-probing-obj-number_accuracy: 0.948
se-probing-odd-man-out_run2     micro_avg: 0.747, macro_avg: 0.747, se-probing-odd-man-out_accuracy: 0.747
se-probing-coordination-inversion_run2  micro_avg: 0.878, macro_avg: 0.878, se-probing-coordination-inversion_accuracy: 0.878
acceptability-wh_run2   micro_avg: 0.949, macro_avg: 0.949, acceptability-wh_acc_f1: 0.949, acceptability-wh_accuracy: 0.950, acceptability-wh_f1: 0.947
acceptability-def_run2  micro_avg: 0.583, macro_avg: 0.583, acceptability-def_acc_f1: 0.583, acceptability-def_accuracy: 0.500, acceptability-def_f1: 0.667
acceptability-conj_run2 micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
acceptability-eos_run2  micro_avg: 0.979, macro_avg: 0.979, acceptability-eos_acc_f1: 0.979, acceptability-eos_accuracy: 0.979, acceptability-eos_f1: 0.980
cola_run2       micro_avg: 0.649, macro_avg: 0.649, cola_mcc: 0.649, cola_accuracy: 0.855
commitbank_run2 micro_avg: 0.950, macro_avg: 0.950, commitbank_accuracy: 0.964, commitbank_f1: 0.950, commitbank_precision: 0.931, commitbank_recall: 0.976
boolq_run2      micro_avg: 0.862, macro_avg: 0.862, boolq_acc_f1: 0.862, boolq_accuracy: 0.846, boolq_f1: 0.878, boolq_precision: 0.870, boolq_recall: 0.885
se-probing-top-constituents_run3        micro_avg: 0.933, macro_avg: 0.933, se-probing-top-constituents_accuracy: 0.933
se-probing-subj-number_run2	micro_avg: 0.933, macro_avg: 0.933, se-probing-subj-number_accuracy: 0.933
se-probing-obj-number_run2	micro_avg: 0.944, macro_avg: 0.944, se-probing-obj-number_accuracy: 0.944
se-probing-odd-man-out_run2	micro_avg: 0.747, macro_avg: 0.747, se-probing-odd-man-out_accuracy: 0.747
se-probing-coordination-inversion_run2	micro_avg: 0.877, macro_avg: 0.877, se-probing-coordination-inversion_accuracy: 0.877
se-probing-sentence-length_run2	micro_avg: 0.463, macro_avg: 0.463, se-probing-sentence-length_accuracy: 0.463
acceptability-wh_run2	micro_avg: 0.932, macro_avg: 0.932, acceptability-wh_acc_f1: 0.932, acceptability-wh_accuracy: 0.933, acceptability-wh_f1: 0.931
se-probing-coordination-inversion_run3  micro_avg: 0.876, macro_avg: 0.876, se-probing-coordination-inversion_accuracy: 0.876
se-probing-sentence-length_run3 micro_avg: 0.464, macro_avg: 0.464, se-probing-sentence-length_accuracy: 0.464
se-probing-word-content_run3    micro_avg: 0.998, macro_avg: 0.998, se-probing-word-content_accuracy: 0.998
se-probing-top-constituents_run3        micro_avg: 0.933, macro_avg: 0.933, se-probing-top-constituents_accuracy: 0.933
se-probing-bigram-shift_run3    micro_avg: 0.977, macro_avg: 0.977, se-probing-bigram-shift_accuracy: 0.977
commitbank_run2 micro_avg: 0.950, macro_avg: 0.950, commitbank_accuracy: 0.964, commitbank_f1: 0.950, commitbank_precision: 0.931, commitbank_recall: 0.976
boolq_run2      micro_avg: 0.862, macro_avg: 0.862, boolq_acc_f1: 0.862, boolq_accuracy: 0.846, boolq_f1: 0.878, boolq_precision: 0.870, boolq_recall: 0.885
record_run2     micro_avg: 0.824, macro_avg: 0.824, record_f1: 0.828, record_em: 0.821, record_avg: 0.824
commitbank_run2 micro_avg: 0.950, macro_avg: 0.950, commitbank_accuracy: 0.964, commitbank_f1: 0.950, commitbank_precision: 0.931, commitbank_recall: 0.976
edges-ner-ontonotes_run3        micro_avg: 0.000, macro_avg: 0.969, edges-ner-ontonotes_mcc: 0.967, edges-ner-ontonotes_acc: 0.967, edges-ner-ontonotes_precision: 0.970, edges-ner-ontonotes_recall: 0.968, edges-ner-ontonotes_f1: 0.969
se-probing-tree-depth_run3      micro_avg: 0.765, macro_avg: 0.765, se-probing-tree-depth_accuracy: 0.765
edges-dep-ud-ewt_run3   micro_avg: 0.000, macro_avg: 0.957, edges-dep-ud-ewt_mcc: 0.956, edges-dep-ud-ewt_acc: 0.950, edges-dep-ud-ewt_precision: 0.962, edges-dep-ud-ewt_recall: 0.952, edges-dep-ud-ewt_f1: 0.957
edges-spr1_run3      micro_avg: 0.000, macro_avg: 0.867, edges-spr1_mcc: 0.807, edges-spr1_acc: 0.377, edges-spr1_precision: 0.866, edges-spr1_recall: 0.868, edges-spr1_f1: 0.867
record_run1     micro_avg: 0.824, macro_avg: 0.824, record_f1: 0.828, record_em: 0.819, record_avg: 0.824
se-probing-word-content_run2    micro_avg: 0.997, macro_avg: 0.997, se-probing-word-content_accuracy: 0.997
commonsenseqa_run2     micro_avg: 0.689, macro_avg: 0.689, commonsenseqa_accuracy: 0.689
cosmosqa_run2   micro_avg: 0.791, macro_avg: 0.791, cosmosqa_accuracy: 0.791
record_run3          micro_avg: 0.812, macro_avg: 0.812, record_f1: 0.816, record_em: 0.807, record_avg: 0.812
edges-coref-ontonotes_run1      micro_avg: 0.000, macro_avg: 0.972, edges-coref-ontonotes_mcc: 0.943, edges-coref-ontonotes_acc: 0.970, edges-coref-ontonotes_precision: 0.972, edges-coref-ontonotes_recall: 0.972, edges-coref-ontonotes_f1: 0.972
