edges-dep-ud-ewt_run1   micro_avg: 0.000, macro_avg: 0.958, edges-dep-ud-ewt_mcc: 0.957, edges-dep-ud-ewt_acc: 0.953, edges-dep-ud-ewt_precision: 0.961, edges-dep-ud-ewt_recall: 0.954, edges-dep-ud-ewt_f1: 0.958
se-probing-word-content_run1    micro_avg: 0.998, macro_avg: 0.998, se-probing-word-content_accuracy: 0.998
se-probing-tree-depth_run1      micro_avg: 0.757, macro_avg: 0.757, se-probing-tree-depth_accuracy: 0.757
se-probing-top-constituents_run1        micro_avg: 0.933, macro_avg: 0.933, se-probing-top-constituents_accuracy: 0.933
se-probing-bigram-shift_run1    micro_avg: 0.979, macro_avg: 0.979, se-probing-bigram-shift_accuracy: 0.979
se-probing-past-present_run1    micro_avg: 0.914, macro_avg: 0.914, se-probing-past-present_accuracy: 0.914
se-probing-subj-number_run1     micro_avg: 0.941, macro_avg: 0.941, se-probing-subj-number_accuracy: 0.941
se-probing-obj-number_run1      micro_avg: 0.956, macro_avg: 0.956, se-probing-obj-number_accuracy: 0.956
se-probing-odd-man-out_run1     micro_avg: 0.773, macro_avg: 0.773, se-probing-odd-man-out_accuracy: 0.773
se-probing-coordination-inversion_run1  micro_avg: 0.881, macro_avg: 0.881, se-probing-coordination-inversion_accuracy: 0.881
se-probing-sentence-length_run1 micro_avg: 0.458, macro_avg: 0.458, se-probing-sentence-length_accuracy: 0.458
acceptability-wh_run1   micro_avg: 0.949, macro_avg: 0.949, acceptability-wh_acc_f1: 0.949, acceptability-wh_accuracy: 0.950, acceptability-wh_f1: 0.947
acceptability-def_run1  micro_avg: 0.840, macro_avg: 0.840, acceptability-def_acc_f1: 0.840, acceptability-def_accuracy: 0.827, acceptability-def_f1: 0.852
acceptability-conj_run1 micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
acceptability-eos_run1  micro_avg: 0.583, macro_avg: 0.583, acceptability-eos_acc_f1: 0.583, acceptability-eos_accuracy: 0.500, acceptability-eos_f1: 0.667
cola_run1       micro_avg: 0.668, macro_avg: 0.668, cola_mcc: 0.668, cola_accuracy: 0.863
wic_run1        micro_avg: 0.704, macro_avg: 0.704, wic_accuracy: 0.704, wic_f1: 0.738, wic_precision: 0.662, wic_recall: 0.834
copa_run1       micro_avg: 0.860, macro_avg: 0.860, copa_accuracy: 0.860
commonsenseqa_run1      micro_avg: 0.726, macro_avg: 0.726, commonsenseqa_accuracy: 0.726
multirc_run1    micro_avg: 0.487, macro_avg: 0.487, multirc_ans_f1: 0.712, multirc_qst_f1: 0.665, multirc_em: 0.261, multirc_avg: 0.487
rte-superglue_run1      micro_avg: 0.819, macro_avg: 0.819, rte-superglue_accuracy: 0.819
boolq_run1      micro_avg: 0.875, macro_avg: 0.875, boolq_acc_f1: 0.875, boolq_accuracy: 0.858, boolq_f1: 0.891, boolq_precision: 0.854, boolq_recall: 0.931
record_run1     micro_avg: 0.863, macro_avg: 0.863, record_f1: 0.867, record_em: 0.860, record_avg: 0.863
edges-dpr_run3  micro_avg: 0.000, macro_avg: 0.868, edges-dpr_mcc: 0.736, edges-dpr_acc: 0.868, edges-dpr_precision: 0.868, edges-dpr_recall: 0.868, edges-dpr_f1: 0.868
edges-spr2_run3 micro_avg: 0.000, macro_avg: 0.838, edges-spr2_mcc: 0.741, edges-spr2_acc: 0.092, edges-spr2_precision: 0.832, edges-spr2_recall: 0.844, edges-spr2_f1: 0.838
edges-rel-semeval_run3  micro_avg: 0.000, macro_avg: 0.853, edges-rel-semeval_mcc: 0.846, edges-rel-semeval_acc: 0.836, edges-rel-semeval_precision: 0.868, edges-rel-semeval_recall: 0.839, edges-rel-semeval_f1: 0.853
edges-dep-ud-ewt_run3   micro_avg: 0.000, macro_avg: 0.958, edges-dep-ud-ewt_mcc: 0.957, edges-dep-ud-ewt_acc: 0.953, edges-dep-ud-ewt_precision: 0.962, edges-dep-ud-ewt_recall: 0.954, edges-dep-ud-ewt_f1: 0.958
se-probing-word-content_run3    micro_avg: 0.998, macro_avg: 0.998, se-probing-word-content_accuracy: 0.998
se-probing-tree-depth_run3      micro_avg: 0.754, macro_avg: 0.754, se-probing-tree-depth_accuracy: 0.754
se-probing-top-constituents_run3        micro_avg: 0.931, macro_avg: 0.931, se-probing-top-constituents_accuracy: 0.931
se-probing-bigram-shift_run3    micro_avg: 0.977, macro_avg: 0.977, se-probing-bigram-shift_accuracy: 0.977
se-probing-past-present_run3    micro_avg: 0.881, macro_avg: 0.881, se-probing-past-present_accuracy: 0.881
se-probing-subj-number_run3     micro_avg: 0.931, macro_avg: 0.931, se-probing-subj-number_accuracy: 0.931
se-probing-obj-number_run3      micro_avg: 0.955, macro_avg: 0.955, se-probing-obj-number_accuracy: 0.955
se-probing-odd-man-out_run3     micro_avg: 0.755, macro_avg: 0.755, se-probing-odd-man-out_accuracy: 0.755
se-probing-coordination-inversion_run3  micro_avg: 0.883, macro_avg: 0.883, se-probing-coordination-inversion_accuracy: 0.883
edges-dep-ud-ewt_run3   micro_avg: 0.000, macro_avg: 0.958, edges-dep-ud-ewt_mcc: 0.957, edges-dep-ud-ewt_acc: 0.953, edges-dep-ud-ewt_precision: 0.962, edges-dep-ud-ewt_recall: 0.954, edges-dep-ud-ewt_f1: 0.958
acceptability-wh_run3   micro_avg: 0.966, macro_avg: 0.966, acceptability-wh_acc_f1: 0.966, acceptability-wh_accuracy: 0.967, acceptability-wh_f1: 0.966
acceptability-def_run3  micro_avg: 0.962, macro_avg: 0.962, acceptability-def_acc_f1: 0.962, acceptability-def_accuracy: 0.962, acceptability-def_f1: 0.963
acceptability-conj_run3 micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
acceptability-eos_run3  micro_avg: 0.764, macro_avg: 0.764, acceptability-eos_acc_f1: 0.764, acceptability-eos_accuracy: 0.750, acceptability-eos_f1: 0.77
se-probing-sentence-length_run3 micro_avg: 0.465, macro_avg: 0.465, se-probing-sentence-length_accuracy: 0.465
cola_run3       micro_avg: 0.675, macro_avg: 0.675, cola_mcc: 0.675, cola_accuracy: 0.866
edges-dpr_run1  micro_avg: 0.000, macro_avg: 0.904, edges-dpr_mcc: 0.807, edges-dpr_acc: 0.902, edges-dpr_precision: 0.903, edges-dpr_recall: 0.905, edges-dpr_f1: 0.904
edges-spr2_run1 micro_avg: 0.000, macro_avg: 0.838, edges-spr2_mcc: 0.743, edges-spr2_acc: 0.086, edges-spr2_precision: 0.848, edges-spr2_recall: 0.828, edges-spr2_f1: 0.838
edges-rel-semeval_run1  micro_avg: 0.000, macro_avg: 0.855, edges-rel-semeval_mcc: 0.848, edges-rel-semeval_acc: 0.818, edges-rel-semeval_precision: 0.894, edges-rel-semeval_recall: 0.820, edges-rel-semeval_f1: 0.855
edges-dep-ud-ewt_run1   micro_avg: 0.000, macro_avg: 0.958, edges-dep-ud-ewt_mcc: 0.957, edges-dep-ud-ewt_acc: 0.953, edges-dep-ud-ewt_precision: 0.961, edges-dep-ud-ewt_recall: 0.954, edges-dep-ud-ewt_f1: 0.958
se-probing-word-content_run1    micro_avg: 0.998, macro_avg: 0.998, se-probing-word-content_accuracy: 0.998
se-probing-tree-depth_run1      micro_avg: 0.757, macro_avg: 0.757, se-probing-tree-depth_accuracy: 0.757
se-probing-top-constituents_run1        micro_avg: 0.933, macro_avg: 0.933, se-probing-top-constituents_accuracy: 0.933
se-probing-bigram-shift_run1    micro_avg: 0.979, macro_avg: 0.979, se-probing-bigram-shift_accuracy: 0.979
se-probing-past-present_run1    micro_avg: 0.914, macro_avg: 0.914, se-probing-past-present_accuracy: 0.914
se-probing-subj-number_run1     micro_avg: 0.941, macro_avg: 0.941, se-probing-subj-number_accuracy: 0.941
se-probing-obj-number_run1      micro_avg: 0.956, macro_avg: 0.956, se-probing-obj-number_accuracy: 0.956
se-probing-odd-man-out_run1     micro_avg: 0.773, macro_avg: 0.773, se-probing-odd-man-out_accuracy: 0.773
commitbank_run1 micro_avg: 1.000, macro_avg: 1.000, commitbank_accuracy: 1.000, commitbank_f1: 1.000, commitbank_precision: 1.000, commitbank_recall: 1.000
se-probing-coordination-inversion_run1  micro_avg: 0.881, macro_avg: 0.881, se-probing-coordination-inversion_accuracy: 0.881
se-probing-sentence-length_run1 micro_avg: 0.458, macro_avg: 0.458, se-probing-sentence-length_accuracy: 0.458
acceptability-wh_run1   micro_avg: 0.949, macro_avg: 0.949, acceptability-wh_acc_f1: 0.949, acceptability-wh_accuracy: 0.950, acceptability-wh_f1: 0.947
acceptability-def_run1  micro_avg: 0.840, macro_avg: 0.840, acceptability-def_acc_f1: 0.840, acceptability-def_accuracy: 0.827, acceptability-def_f1: 0.852
acceptability-conj_run1 micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
acceptability-eos_run1  micro_avg: 0.583, macro_avg: 0.583, acceptability-eos_acc_f1: 0.583, acceptability-eos_accuracy: 0.500, acceptability-eos_f1: 0.667
cola_run1       micro_avg: 0.668, macro_avg: 0.668, cola_mcc: 0.668, cola_accuracy: 0.863
acceptability-wh_run1	micro_avg: 0.903, macro_avg: 0.903, acceptability-wh_acc_f1: 0.903, acceptability-wh_accuracy: 0.900, acceptability-wh_f1: 0.906
acceptability-def_run1	micro_avg: 0.583, macro_avg: 0.583, acceptability-def_acc_f1: 0.583, acceptability-def_accuracy: 0.500, acceptability-def_f1: 0.667
acceptability-conj_run1	micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
acceptability-eos_run1	micro_avg: 0.979, macro_avg: 0.979, acceptability-eos_acc_f1: 0.979, acceptability-eos_accuracy: 0.979, acceptability-eos_f1: 0.980
cosmosqa_run1	micro_avg: 0.818, macro_avg: 0.818, cosmosqa_accuracy: 0.818
winograd-coreference_run2	micro_avg: 0.712, macro_avg: 0.712, winograd-coreference_f1: 0.634, winograd-coreference_acc: 0.712
cosmosqa_run2	micro_avg: 0.815, macro_avg: 0.815, cosmosqa_accuracy: 0.815
se-probing-top-constituents_run2        micro_avg: 0.931, macro_avg: 0.931, se-probing-top-constituents_accuracy: 0.931
se-probing-bigram-shift_run2    micro_avg: 0.976, macro_avg: 0.976, se-probing-bigram-shift_accuracy: 0.976
se-probing-past-present_run2    micro_avg: 0.902, macro_avg: 0.902, se-probing-past-present_accuracy: 0.902
se-probing-subj-number_run2     micro_avg: 0.937, macro_avg: 0.937, se-probing-subj-number_accuracy: 0.937
se-probing-obj-number_run2      micro_avg: 0.956, macro_avg: 0.956, se-probing-obj-number_accuracy: 0.956
se-probing-odd-man-out_run2     micro_avg: 0.753, macro_avg: 0.753, se-probing-odd-man-out_accuracy: 0.753
se-probing-coordination-inversion_run2  micro_avg: 0.883, macro_avg: 0.883, se-probing-coordination-inversion_accuracy: 0.883
se-probing-sentence-length_run2 micro_avg: 0.461, macro_avg: 0.461, se-probing-sentence-length_accuracy: 0.461
acceptability-wh_run2   micro_avg: 0.583, macro_avg: 0.583, acceptability-wh_acc_f1: 0.583, acceptability-wh_accuracy: 0.500, acceptability-wh_f1: 0.667
acceptability-def_run2  micro_avg: 0.583, macro_avg: 0.583, acceptability-def_acc_f1: 0.583, acceptability-def_accuracy: 0.500, acceptability-def_f1: 0.667
acceptability-conj_run2 micro_avg: 0.583, macro_avg: 0.583, acceptability-conj_acc_f1: 0.583, acceptability-conj_accuracy: 0.500, acceptability-conj_f1: 0.667
acceptability-eos_run2  micro_avg: 0.979, macro_avg: 0.979, acceptability-eos_acc_f1: 0.979, acceptability-eos_accuracy: 0.979, acceptability-eos_f1: 0.980
cola_run2       micro_avg: 0.665, macro_avg: 0.665, cola_mcc: 0.665, cola_accuracy: 0.862
edges-dep-ud-ewt_run2   micro_avg: 0.000, macro_avg: 0.958, edges-dep-ud-ewt_mcc: 0.957, edges-dep-ud-ewt_acc: 0.953, edges-dep-ud-ewt_precision: 0.961, edges-dep-ud-ewt_recall: 0.955, edges-dep-ud-ewt_f1: 0.958
se-probing-word-content_run2    micro_avg: 0.998, macro_avg: 0.998, se-probing-word-content_accuracy: 0.998
se-probing-tree-depth_run2      micro_avg: 0.753, macro_avg: 0.753, se-probing-tree-depth_accuracy: 0.753
wic_run2        micro_avg: 0.719, macro_avg: 0.719, wic_accuracy: 0.719, wic_f1: 0.751, wic_precision: 0.675, wic_recall: 0.846
commitbank_run2 micro_avg: 0.974, macro_avg: 0.974, commitbank_accuracy: 0.964, commitbank_f1: 0.974, commitbank_precision: 0.974, commitbank_recall: 0.974
rte-superglue_run2      micro_avg: 0.884, macro_avg: 0.884, rte-superglue_accuracy: 0.884
boolq_run2      micro_avg: 0.883, macro_avg: 0.883, boolq_acc_f1: 0.883, boolq_accuracy: 0.870, boolq_f1: 0.896, boolq_precision: 0.888, boolq_recall: 0.905
commonsenseqa_run2      micro_avg: 0.708, macro_avg: 0.708, commonsenseqa_accuracy: 0.708
multirc_run2    micro_avg: 0.579, macro_avg: 0.579, multirc_ans_f1: 0.765, multirc_qst_f1: 0.704, multirc_em: 0.392, multirc_avg: 0.579
copa_run2       micro_avg: 0.870, macro_avg: 0.870, copa_accuracy: 0.870
record_run2     micro_avg: 0.849, macro_avg: 0.849, record_f1: 0.852, record_em: 0.846, record_avg: 0.849
wic_run3        micro_avg: 0.721, macro_avg: 0.721, wic_accuracy: 0.721, wic_f1: 0.743, wic_precision: 0.689, wic_recall: 0.806
copa_run3       micro_avg: 0.830, macro_avg: 0.830, copa_accuracy: 0.830
commitbank_run3 micro_avg: 0.987, macro_avg: 0.987, commitbank_accuracy: 0.982, commitbank_f1: 0.987, commitbank_precision: 0.986, commitbank_recall: 0.988
boolq_run3      micro_avg: 0.884, macro_avg: 0.884, boolq_acc_f1: 0.884, boolq_accuracy: 0.871, boolq_f1: 0.897, boolq_precision: 0.890, boolq_recall: 0.904
commonsenseqa_run3      micro_avg: 0.708, macro_avg: 0.708, commonsenseqa_accuracy: 0.708
rte-superglue_run3      micro_avg: 0.895, macro_avg: 0.895, rte-superglue_accuracy: 0.895
record_run3     micro_avg: 0.818, macro_avg: 0.818, record_f1: 0.821, record_em: 0.814, record_avg: 0.818
dges-spr1_run1 micro_avg: 0.000, macro_avg: 0.878, edges-spr1_mcc: 0.823, edges-spr1_acc: 0.400, edges-spr1_precision: 0.871, edges-spr1_recall: 0.886, edges-spr1_f1: 0.878
edges-srl-ontonotes_run1        micro_avg: 0.000, macro_avg: 0.926, edges-srl-ontonotes_mcc: 0.924, edges-srl-ontonotes_acc: 0.908, edges-srl-ontonotes_precision: 0.940, edges-srl-ontonotes_recall: 0.912, edges-srl-ontonotes_f1: 0.926
edges-coref-ontonotes_run1      micro_avg: 0.000, macro_avg: 0.972, edges-coref-ontonotes_mcc: 0.943, edges-coref-ontonotes_acc: 0.971, edges-coref-ontonotes_precision: 0.972, edges-coref-ontonotes_recall: 0.972, edges-coref-ontonotes_f1: 0.972
edges-pos-ontonotes_run2        micro_avg: 0.000, macro_avg: 0.981, edges-pos-ontonotes_mcc: 0.980, edges-pos-ontonotes_acc: 0.980, edges-pos-ontonotes_precision: 0.981, edges-pos-ontonotes_recall: 0.981, edges-pos-ontonotes_f1: 0.981
edges-coref-ontonotes_run2      micro_avg: 0.000, macro_avg: 0.973, edges-coref-ontonotes_mcc: 0.945, edges-coref-ontonotes_acc: 0.972, edges-coref-ontonotes_precision: 0.972, edges-coref-ontonotes_recall: 0.973, edges-coref-ontonotes_f1: 0.973
edges-nonterminal-ontonotes_run2        micro_avg: 0.000, macro_avg: 0.889, edges-nonterminal-ontonotes_mcc: 0.886, edges-nonterminal-ontonotes_acc: 0.813, edges-nonterminal-ontonotes_precision: 0.848, edges-nonterminal-ontonotes_recall: 0.935, edges-nonterminal-ontonotes_f1: 0.889
edges-pos-ontonotes_run3        micro_avg: 0.000, macro_avg: 0.981, edges-pos-ontonotes_mcc: 0.980, edges-pos-ontonotes_acc: 0.980, edges-pos-ontonotes_precision: 0.981, edges-pos-ontonotes_recall: 0.981, edges-pos-ontonotes_f1: 0.981
edges-coref-ontonotes_run3      micro_avg: 0.000, macro_avg: 0.971, edges-coref-ontonotes_mcc: 0.942, edges-coref-ontonotes_acc: 0.971, edges-coref-ontonotes_precision: 0.971, edges-coref-ontonotes_recall: 0.971, edges-coref-ontonotes_f1: 0.971
edges-nonterminal-ontonotes_run3        micro_avg: 0.000, macro_avg: 0.888, edges-nonterminal-ontonotes_mcc: 0.884, edges-nonterminal-ontonotes_acc: 0.817, edges-nonterminal-ontonotes_precision: 0.863, edges-nonterminal-ontonotes_recall: 0.913, edges-nonterminal-ontonotes_f1: 0.888
multirc_run3    micro_avg: 0.552, macro_avg: 0.552, multirc_ans_f1: 0.746, multirc_qst_f1: 0.691, multirc_em: 0.358, multirc_avg: 0.552
winograd-coreference_run3	micro_avg: 0.596, macro_avg: 0.596, winograd-coreference_f1: 0.543, winograd-coreference_acc: 0.596
cosmosqa_run3	micro_avg: 0.809, macro_avg: 0.809, cosmosqa_accuracy: 0.809
edges-spr1_run1 micro_avg: 0.000, macro_avg: 0.878, edges-spr1_mcc: 0.823, edges-spr1_acc: 0.400, edges-spr1_precision: 0.871, edges-spr1_recall: 0.886, edges-spr1_f1: 0.878
edges-pos-ontonotes_run1        micro_avg: 0.000, macro_avg: 0.981, edges-pos-ontonotes_mcc: 0.980, edges-pos-ontonotes_acc: 0.980, edges-pos-ontonotes_precision: 0.981, edges-pos-ontonotes_recall: 0.981, edges-pos-ontonotes_f1: 0.981
edges-nonterminal-ontonotes_run1        micro_avg: 0.000, macro_avg: 0.885, edges-nonterminal-ontonotes_mcc: 0.882, edges-nonterminal-ontonotes_acc: 0.817, edges-nonterminal-ontonotes_precision: 0.861, edges-nonterminal-ontonotes_recall: 0.911, edges-nonterminal-ontonotes_f1: 0.885
edges-srl-ontonotes_run3        micro_avg: 0.000, macro_avg: 0.933, edges-srl-ontonotes_mcc: 0.932, edges-srl-ontonotes_acc: 0.921, edges-srl-ontonotes_precision: 0.941, edges-srl-ontonotes_recall: 0.925, edges-srl-ontonotes_f1: 0.933
